source_system,source_drug_identifier,source_drug_name,source_generic_name,target_rxcui,target_ndc,match_method,authoritative_source,confidence,review_status,reviewed_by,reviewed_at,notes
CMS_Dataset_2,1ST TIER UNIFINE PENTIPS,1ST TIER UNIFINE PENTIPS,"PEN NEEDLE, DIABETIC",DEVICE_DME_SUPPLY,,manual_review,FDA_CDRH_Device_Registry,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:33:59Z,"Diabetic Medical Supply / Device (PEN NEEDLE, DIABETIC)"
CMS_Dataset_2,1ST TIER UNIFINE PENTIPS PLUS,1ST TIER UNIFINE PENTIPS PLUS,"PEN NEEDLE, DIABETIC",DEVICE_DME_SUPPLY,,manual_review,FDA_CDRH_Device_Registry,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:33:49Z,"Diabetic Medical Supply / Device (PEN NEEDLE, DIABETIC)"
CMS_Dataset_2,ABACAVIR,ABACAVIR,ABACAVIR SULFATE,1546894,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:18Z,Auto-mapped via NLM RxNav API (abacavir 600 MG / dolutegravir 50 MG / lamivudine 300 MG Oral Tablet [Triumeq])
CMS_Dataset_2,ABACAVIR,ABACAVIR,ABACAVIR SULFATE,213461,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:18Z,Auto-mapped via NLM RxNav API (abacavir 20 MG/ML Oral Solution [Ziagen])
CMS_Dataset_2,ABACAVIR,ABACAVIR,ABACAVIR SULFATE,2598352,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:18Z,Auto-mapped via NLM RxNav API (abacavir 60 MG / dolutegravir 5 MG / lamivudine 30 MG Tablet for Oral Suspension [Triumeq])
CMS_Dataset_2,ABACAVIR,ABACAVIR,ABACAVIR SULFATE,242679,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:18Z,Auto-mapped via NLM RxNav API (abacavir 300 MG Oral Tablet)
CMS_Dataset_2,ABACAVIR,ABACAVIR,ABACAVIR SULFATE,242680,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:18Z,Auto-mapped via NLM RxNav API (abacavir 20 MG/ML Oral Solution)
CMS_Dataset_2,ABACAVIR,ABACAVIR,ABACAVIR SULFATE,602393,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:18Z,Auto-mapped via NLM RxNav API (abacavir 600 MG / lamivudine 300 MG Oral Tablet)
CMS_Dataset_2,ABACAVIR-LAMIVUDINE,ABACAVIR-LAMIVUDINE,ABACAVIR SULFATE/LAMIVUDINE,602393,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:58Z,Auto-mapped via NLM RxNav API (abacavir 600 MG / lamivudine 300 MG Oral Tablet)
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,1602604,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (1.5 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,1602607,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (2 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,1659814,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 400 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,1659818,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 300 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,2636640,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (2.4 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,2636646,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (3.2 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,352307,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,352308,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,352309,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,352310,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,404602,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY,ABILIFY,ARIPIPRAZOLE,615172,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:31:16Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,1602604,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (1.5 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,1602607,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (2 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,1659814,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 400 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,1659818,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 300 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,2636640,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (2.4 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,2636646,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (3.2 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,2697164,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,2697167,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,2697170,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,352307,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,352308,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,352309,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,352310,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,404602,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,615172,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,349490,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,349545,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,349547,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,349553,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,402131,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,485496,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 1 MG/ML Oral Solution)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,602964,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,643019,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Disintegrating Oral Tablet)
CMS_Dataset_2,ABILIFY ASIMTUFII,ABILIFY ASIMTUFII,ARIPIPRAZOLE,643022,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:30:11Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Disintegrating Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,1602604,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (1.5 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,1602607,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (2 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,1659814,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 400 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,1659818,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 300 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,2636640,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (2.4 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,2636646,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (3.2 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,2697164,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,2697167,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,2697170,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,352307,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,352308,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,352309,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,352310,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,404602,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,615172,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,349490,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,349545,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,349547,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,349553,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,402131,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,485496,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 1 MG/ML Oral Solution)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,602964,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,643019,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Disintegrating Oral Tablet)
CMS_Dataset_2,ABILIFY MAINTENA,ABILIFY MAINTENA,ARIPIPRAZOLE,643022,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:29:18Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Disintegrating Oral Tablet)
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,1602604,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (1.5 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,1602607,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (2 ML aripiprazole 200 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,1659814,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 400 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,1659818,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 300 MG Injection [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,2636640,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (2.4 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,2636646,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (3.2 ML aripiprazole 300 MG/ML Prefilled Syringe [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,2697164,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,2697167,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,2697170,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Film [Opipza])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,352307,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,352308,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,352309,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,352310,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,404602,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,615172,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 2 MG Oral Tablet [Abilify])
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,349490,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 15 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,349545,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 10 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,349547,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 30 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,349553,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 20 MG Oral Tablet)
CMS_Dataset_2,ABILIFY MYCITE,ABILIFY MYCITE,ARIPIPRAZOLE,402131,,exact_rxcui,NLM_RxNorm_API,1.00,approved,"Dr. Sarah Chen, PharmD",2026-08-14T09:32:51Z,Auto-mapped via NLM RxNav API (aripiprazole 5 MG Oral Tablet)
